"","imdb_title_id","title","original_title","year","date_published","genre","duration","country","language","director","writer","production_company","actors","description","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"40820","tt0295178","Austin Powers in Goldmember","Austin Powers in Goldmember","2002","2002-11-29","Action",94,"USA","English, Japanese, German, French","Jay Roach","Mike Myers, Michael McCullers","New Line Cinema","Mike Myers, Beyoncé, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage, Diane Mizota, Carrie Ann Inaba, Nobu Matsuhisa, Aaron Himelstein, Josh Zuckerman, Eddie Adams","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.","6,2",192760,"$ 63000000","$ 213307889","$ 296938801",62,786,175
"40864","tt0295701","xXx","xXx","2002","2002-10-31","Action",124,"USA","English, German, Spanish, Russian, Czech","Rob Cohen","Rich Wilkes","Revolution Studios","Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Michael Roof, Richy Müller, Werner Daehn, Petr Jákl, Jan Filipenský, Tom Everett, Danny Trejo, Thomas Ian Griffith, Eve, Leila Arcieri, William Hope","An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.","5,9",171591,"$ 70000000","$ 142109382","$ 277448382",48,751,193
"41313","tt0305711","Oggi sposi... niente sesso","Just Married","2003","2003-09-19","Comedy",95,"USA, Germany","English, Italian, French, German","Shawn Levy","Sam Harper","Twentieth Century Fox","Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, Monet Mazur, David Rasche, Thad Luckinbill, David Agranov, Taran Killam, Raymond J. Barry, Toshi Toda, George Gaynes, Massimo Schina, Valeria Andrews, Alex Thomas","A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.","5,5",66841,"$ 18000000","$ 56127162","$ 101564935",28,202,92
"41402","tt0307596","Le valigie di Tulse Luper - La storia di Moab","The Tulse Luper Suitcases, Part 1: The Moab Story","2003","2004-01-23","Adventure",127,"UK, Spain, Italy, Luxembourg, Netherlands, Russia, Hungary, Germany","English, German, Dutch, French, Spanish","Peter Greenaway","Peter Greenaway","ABS Production","JJ Feild, Raymond J. Barry, Michèle Bernier, Valentina Cervi, Caroline Dhavernas, Anna Galiena, Debbie Harry, Steven Mackintosh, Albert Kitzl, Jordi Mollà, Drew Mulligan, Ornella Muti, Ronald Pickup, Nilo Zimmerman, Franka Potente","The first of three parts, we follow Tulse Luper in three distinct episodes: as a child during the first World War, as an explorer in Mormon Utah, and as a writer in Belgium during the rise ...","6,7",1099,"$ 10000000","","$ 90071",NA,17,24
"41536","tt0310567","A hídember","A hídember","2002","2002-04-11","Drama",140,"Hungary, Germany","German, Hungarian","Géza Bereményi","Géza Bereményi, Can Togay","FilmArt Kft","Károly Eperjes, Irina Lachina, Ervin Nagy, Can Togay, György Cserhalmi, Marius Bodochi, Iván Darvas, Adél Kováts, Sándor Gáspár, Tibor Gáspár, Dezsö Garas, Attila Kaszás, László Sinkó, Péter Haumann, József Szarvas","This epic story takes place between 1820 and 1860 during the Habsburg Monarchy, and portrays the life one of the greatest Hungarian aristocrats - Count Széchenyi - who was born with ...","4,7",809,"$ 7000000","","$ 292422",NA,5,1
"41543","tt0310778","Bon voyage","Bon voyage","2003","2004-02-20","Comedy",114,"France","French, German, English, Italian","Jean-Paul Rappeneau","Jean-Paul Rappeneau, Patrick Modiano","ARP Sélection","Isabelle Adjani, Gérard Depardieu, Virginie Ledoyen, Yvan Attal, Grégori Derangère, Peter Coyote, Jean-Marc Stehlé, Aurore Clément, Xavier de Guillebon, Edith Scob, Michel Vuillermoz, Nicolas Pignon, Nicolas Vaude, Pierre Diot, Pierre Laroche","An actress, a writer, a student, and a government worker band together in an effort to escape Paris as the Nazis move into the city.","6,7",4676,"$ 20000000","$ 2503286","$ 9324931",68,54,69
"41570","tt0311429","La leggenda degli uomini straordinari","The League of Extraordinary Gentlemen","2003","2003-10-10","Action",110,"USA, Germany, Czech Republic, UK","English, German, Italian","Stephen Norrington","Alan Moore, Kevin O'Neill","Angry Films","Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran, Stuart Townsend, Shane West, Jason Flemyng, Richard Roxburgh, Max Ryan, Tom Goodman-Hill, David Hemmings, Terry O'Neill, Rudolf Pellar, Robert Willox, Robert Orr","In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.","5,8",164344,"$ 78000000","$ 66465204","$ 179265204",30,816,218
"41623","tt0312700","The Foreigner","The Foreigner","2003","2003-06-20","Action",96,"USA, Poland","English, Danish, German, Polish","Michael Oblowitz","Darren Campbell","Franchise Pictures","Steven Seagal, Max Ryan, Harry Van Gorkum, Jeffrey Pierce, Anna-Louise Plowman, Sherman Augustus, Gary Raymond, Philip Dunbar, Izabela Okrasa, Grzegorz Kowalczyk, Dianna Camacho, Deobia Oparei, Grzegorz Emanuel, Przemyslaw Saleta, Jan Jurewicz","A freelance agent must transport a package for a mysterious employer, leading him into a web of betrayal and deceit.","3,4",6275,"$ 10700000","","",NA,108,28
"41796","tt0316824","U-429 - Senza via di fuga","In Enemy Hands","2004","2005-02-19","Drama",94,"USA","English, German","Tony Giglio","John E. Deaver, John E. Deaver","Artisan Entertainment","William H. Macy, Til Schweiger, Thomas Kretschmann, Clark Gregg, Scott Caan, Rene Heger, Carmine Giovinazzo, Jeremy Sisto, A.J. Buckley, Sam Huntington, Connor Donne, Ian Somerhalder, Branden Morgan, Andy Gatjen, Gavin Hood","When American submarine Swordfish is torpedoed the survivors are picked up by a passing German U-boat but an outbreak of meningitis threatens all aboard.","6",3845,"$ 5400000","","$ 64236",NA,65,6
"41815","tt0317198","Che pasticcio, Bridget Jones!","Bridget Jones: The Edge of Reason","2004","2005-01-07","Comedy",108,"UK, France, Germany, Ireland, USA","English, German, Thai","Beeban Kidron","Helen Fielding, Andrew Davies","Universal Pictures","Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner, Celia Imrie, Dominic McHale, Colin Firth, Donald Douglas, Shirley Dixon, Neil Pearson, Rosalind Halstead, Luis Soto, Tom Brooke, Hugh Grant, Alba Fleming Furlan","After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.","6",103340,"$ 40000000","$ 40226215","$ 265126918",44,266,151
"41824","tt0317303","L'asilo dei papà","Daddy Day Care","2003","2003-10-31","Comedy",92,"USA","English, Klingon, German","Steve Carr","Geoff Rodkey","Revolution Studios","Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri, Anjelica Huston, Khamani Griffin, Max Burkholder, Arthur Young","Two men, Charlie Hinton (","5,6",62578,"$ 60000000","$ 104297061","$ 164433867",39,136,84
"41853","tt0317919","Mission: Impossible III","Mission: Impossible III","2006","2006-05-05","Action",126,"USA, Germany, China, Italy","English, Italian, Mandarin, Cantonese, German, Czech","J.J. Abrams","Alex Kurtzman, Roberto Orci","Paramount Pictures","Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup, Michelle Monaghan, Jonathan Rhys Meyers, Keri Russell, Maggie Q, Simon Pegg, Eddie Marsan, Laurence Fishburne, Bahar Soomekh, Jeff Chase, Michael Berry Jr., Carla Gallo","IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.","6,9",324310,"$ 150000000","$ 134029801","$ 398479497",66,913,327
"41975","tt0321249","The Antman","The Antman","2002","2003-01-30","Comedy",94,"Germany","German","Christoph Gampl","Marc Meyer, Jürgen Michel","Cinemedia","Götz Otto, Yasmina Filali, Lars Rudolph, Elisabeth Volkmann, Gojko Mitic","","4,9",122,"$ 800000","","",NA,2,6
"42013","tt0322420","La vita è un miracolo","Zivot je cudo","2004","2005-03-04","Comedy",155,"Serbia, France, Italy","Serbian, English, German, Hungarian","Emir Kusturica","Ranko Bozic, Emir Kusturica","Les Films Alain Sarde","Slavko Stimac, Natasa Tapuskovic, Vesna Trivalic, Vuk Kostic, Aleksandar Bercek, Stribor Kusturica, Nikola Kojo, Mirjana Karanovic, Branislav Lalevic, Davor Janjic, Adnan Omerovic, Obrad Djurovic, Nele Karajlic, Dana Todorovic, Vanessa Glodjo","What could be better for the village than a scenic railway to bring in the tourists? What could be worse for tourism than war? Luka builds the railway and shuts his eyes to war. Then Luka's wife runs off with a musician and his son is called up to the army. Luka's life is a war zone. Then he meets Sabaha..","7,6",12097,"$ 8000000","","$ 5363574",NA,26,54
"42047","tt0323177","Maður eins og ég","Maður eins og ég","2002","2002-08-16","Comedy",90,"Hong Kong, Iceland","Icelandic, Mandarin, English, Cantonese, German","Róbert I. Douglas","Róbert I. Douglas, Árni Ásgeirsson","The Icelandic Filmcompany","Jón Gnarr, Stephanie Che, Sigurður Sigurjónsson, Þorsteinn Guðmundsson, Katla M. Þorgeirsdóttir, Baldur T. Hreinsson, Þorsteinn Bachmann, Jóna Guðrún Jónsdóttir, Guðný Helgadóttir, Halldóra Geirharðsdóttir, Elma Lísa Gunnarsdóttir, Ingibjörg Reynisdóttir, Jón Atli Jónasson, Sveinn Geirsson, Xu Wen","A postal worker has some lunch in a chinese restaurant and falls in love with the waitress, who happens to be chinese. They start dating and quickly fall in and out of love, the waitress ...","5,8",149,"$ 700000","","",NA,5,1
"42163","tt0326450","Zvezda","Zvezda","2002","2002-05-06","Action",97,"Russia","Russian, German","Nikolay Lebedev","Aleksandr Borodyanskiy, Evgeniy Grigorev","ARK-Film","Igor Petrenko, Artyom Semakin, Aleksey Panin, Aleksey Kravchenko, Anatoliy Gushchin, Amadu Mamadakov, Yuriy Laguta, Ekaterina Vulichenko, Andrey Egorov, Sergey Miller, Gennadi Vorotnikov, Aleksandr Efimov, Aleksandr Naumov, Alexander Diachenko, Oleg Gushchin","During WW2 the Russian Army sent a special group named ""Zvezda"" to fight the Nazis in their backyard.","7,1",2274,"$ 1300000","","",NA,21,8
"42213","tt0327437","Il giro del mondo in 80 giorni","Around the World in 80 Days","2004","2005-01-28","Action",120,"USA, Germany, Ireland, UK","English, Cantonese, French, German, Hindi, Turkish","Frank Coraci","Jules Verne, David N. Titcher","Walt Disney Pictures","Jackie Chan, Steve Coogan, Cécile de France, Robert Fyfe, Jim Broadbent, Ian McNeice, David Ryall, Roger Hammond, Adam Godley, Howard Cooper, Karen Mok, Daniel Hinchcliffe, Wolfram Teufel, Tom Strauss, Kit West","To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.","5,9",83358,"$ 110000000","$ 24008137","$ 72178895",49,199,183
"42255","tt0328589","Sotto il sole della Toscana","Under the Tuscan Sun","2003","2004-05-07","Comedy",113,"USA, Italy","English, Italian, Polish, French, Spanish, German","Audrey Wells","Frances Mayes, Audrey Wells","Touchstone Pictures","Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova, Vincent Riotta, Mario Monicelli, Roberto Nobile, Anita Zagaria, Evelina Gori, Giulia Louise Steigerwalt, Pawel Szajda, Valentine Pelka, Sasa Vulicevic, Massimo Sarchielli, Claudia Gerini","A writer impulsively buys a villa in Tuscany in order to change her life.","6,8",46445,"$ 18000000","$ 43610723","$ 58878723",52,336,111
"42485","tt0335266","Lost in Translation - L'amore tradotto","Lost in Translation","2003","2003-12-05","Comedy",102,"USA, Japan","English, Japanese, German, French","Sofia Coppola","Sofia Coppola","Focus Features","Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Ryuichiro Baba, Akira Yamaguchi, Catherine Lambert, François du Bois, Tim Leffman, Gregory Pekar, Richard Allen, Giovanni Ribisi, Diamond Yukai","A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.","7,7",403588,"$ 4000000","$ 44585453","$ 118685453",89,1988,290
"42537","tt0337697","Un principe tutto mio","The Prince & Me","2004","2004-08-27","Comedy",111,"USA, Czech Republic","English, Danish, German","Martha Coolidge","Mark Amin, Katherine Fugate","Lions Gate Films","Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson, James Fox, Alberta Watson, John Bourgeois, Zachary Knighton, Stephen O'Reilly, Elisabeth Waterston, Eliza Bennett, Devin Ratray, Clare Preuss, Yaani King Mondschein, Eddie Irvine","At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.","5,9",36938,"$ 22000000","$ 28176497","$ 37666766",47,160,84
"42572","tt0338052","Ganz und gar","Ganz und gar","2003","2003-06-05","Drama",95,"Germany","German","Marco Kreuzpaintner","Maggie Peren","DNS-Filmproduktion","David Rott, Mira Bartuschek, Hanno Koffler, Maggie Peren, Oliver Boysen, Diana Amft, Herbert Knaup, Victoria Deutschmann, Ruth Glöss, Alexa Maria Surholt, Henriette Heinze, Eckhart Strehle, Klaus-Dieter Klebsch, Eva Weißenborn, Reiner Heise","Torge is a good looking, popular teenager, self confident and known for his sexual conquests in his town, an example of the ""nice but macho"" guy from a small Western European town, endowed ...","6,8",289,"$ 1400000","","$ 121959",NA,1,9
"42730","tt0340376","Caccia all'uomo","The Statement","2003","2004-09-24","Thriller",120,"Canada, France, UK","English, German, Italian, Latin, French","Norman Jewison","Ronald Harwood, Brian Moore","Serendipity Point Films","Michael Caine, Tilda Swinton, Jeremy Northam, Alan Bates, Charlotte Rampling, John Neville, Ciarán Hinds, Frank Finlay, William Hutt, Matt Craven, Noam Jenkins, Peter Wight, Malcolm Sinclair, Colin Salmon, David de Keyser","Tale of a former Nazi executioner who becomes a target of hitmen and Police investigators.","6,2",4843,"$ 27000000","$ 765637","$ 1079822",45,54,43
"42820","tt0343737","The Good Shepherd - L'ombra del potere","The Good Shepherd","2006","2007-04-20","Drama",167,"USA","English, Spanish, Russian, German, Lingala","Robert De Niro","Eric Roth","Universal Pictures","Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard, Billy Crudup, Robert De Niro, Keir Dullea, Michael Gambon, Martina Gedeck, William Hurt, Timothy Hutton, Mark Ivanir, Gabriel Macht, Lee Pace, Joe Pesci","The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.","6,7",97190,"$ 110000000","$ 59952835","$ 100266865",61,510,195
"42838","tt0344510","Una lunga domenica di passioni","Un long dimanche de fiançailles","2004","2005-02-11","Drama",133,"France, USA","French, German, Corsican","Jean-Pierre Jeunet","Sébastien Japrisot, Jean-Pierre Jeunet","2003 Productions","Audrey Tautou, Gaspard Ulliel, Dominique Pinon, Chantal Neuwirth, André Dussollier, Ticky Holgado, Marion Cotillard, Dominique Bettenfeld, Jodie Foster, Jean-Pierre Darroussin, Clovis Cornillac, Jean-Pierre Becker, Denis Lavant, Jérôme Kircher, Albert Dupontel","Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.","7,6",70209,"$ 56600000","$ 6524389","$ 69424389",76,249,192
"42875","tt0346156","Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow","2004","2004-11-12","Action",106,"USA, UK, Italy","English, Tibetan, German","Kerry Conran","Kerry Conran","Paramount Pictures","Gwyneth Paltrow, Jude Law, Giovanni Ribisi, Michael Gambon, Bai Ling, Omid Djalili, Laurence Olivier, Angelina Jolie, Trevor Baxter, Julian Curry, Peter Law, Jon Rumney, Khan Bonfils, Samta Gyatso, Louis Hilyer","After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.","6",80904,"$ 70000000","$ 37762677","$ 57947036",64,634,203
"42950","tt0348150","Superman Returns","Superman Returns","2006","2006-09-01","Action",154,"USA","English, German, French","Bryan Singer","Michael Dougherty, Dan Harris","Warner Bros.","Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn, Tristan Lake Leabu, David Fabrizio, Ian Roberts, Vincent Stone, Jack Larson","Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.","6",268239,"$ 270000000","$ 200081192","$ 391081192",72,2423,419
